Rule,Body_Relations,Head_Relation,Count,Body_Count,Support,Confidence,Chain_Length
"secondUncleOf(X,Y) ∧ uncleOf(Y,Z) ∧ nephewOf(Z,W) → secondUncleOf(X,W)",secondUncleOf -> uncleOf -> nephewOf,secondUncleOf,18,18,0.001302365964836119,1.0,3
"greatGrandmotherOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ girlCousinOf(Z,W) → greatGrandmotherOf(X,W)",greatGrandmotherOf -> boySecondCousinOf -> girlCousinOf,greatGrandmotherOf,18,18,0.001302365964836119,1.0,3
"boyFirstCousinOnceRemovedOf(X,Y) ∧ uncleOf(Y,Z) ∧ girlCousinOf(Z,W) → boySecondCousinOf(X,W)",boyFirstCousinOnceRemovedOf -> uncleOf -> girlCousinOf,boySecondCousinOf,18,18,0.001302365964836119,1.0,3
"nephewOf(X,Y) ∧ secondAuntOf(Y,Z) ∧ girlCousinOf(Z,W) → boySecondCousinOf(X,W)",nephewOf -> secondAuntOf -> girlCousinOf,boySecondCousinOf,18,18,0.001302365964836119,1.0,3
"greatGrandfatherOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ girlCousinOf(Z,W) → greatGrandfatherOf(X,W)",greatGrandfatherOf -> boySecondCousinOf -> girlCousinOf,greatGrandfatherOf,18,18,0.001302365964836119,1.0,3
"auntOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ girlCousinOf(Z,W) → secondAuntOf(X,W)",auntOf -> boySecondCousinOf -> girlCousinOf,secondAuntOf,18,18,0.001302365964836119,1.0,3
"auntOf(X,Y) ∧ sonOf(Y,Z) ∧ secondAuntOf(Z,W) → secondAuntOf(X,W)",auntOf -> sonOf -> secondAuntOf,secondAuntOf,17,17,0.0012300123001230013,1.0,3
"girlSecondCousinOf(X,Y) ∧ brotherOf(Y,Z) ∧ nieceOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlSecondCousinOf -> brotherOf -> nieceOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"girlSecondCousinOf(X,Y) ∧ sisterOf(Y,Z) ∧ nephewOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlSecondCousinOf -> sisterOf -> nephewOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"auntOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ brotherOf(Z,W) → secondAuntOf(X,W)",auntOf -> boySecondCousinOf -> brotherOf,secondAuntOf,17,17,0.0012300123001230013,1.0,3
"sonOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ motherOf(Z,W) → boySecondCousinOf(X,W)",sonOf -> boyCousinOf -> motherOf,boySecondCousinOf,17,17,0.0012300123001230013,1.0,3
"sonOf(X,Y) ∧ nephewOf(Y,Z) ∧ motherOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",sonOf -> nephewOf -> motherOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"nephewOf(X,Y) ∧ secondAuntOf(Y,Z) ∧ brotherOf(Z,W) → boySecondCousinOf(X,W)",nephewOf -> secondAuntOf -> brotherOf,boySecondCousinOf,17,17,0.0012300123001230013,1.0,3
"sonOf(X,Y) ∧ sisterOf(Y,Z) ∧ secondAuntOf(Z,W) → boySecondCousinOf(X,W)",sonOf -> sisterOf -> secondAuntOf,boySecondCousinOf,17,17,0.0012300123001230013,1.0,3
"sonOf(X,Y) ∧ girlCousinOf(Y,Z) ∧ brotherOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",sonOf -> girlCousinOf -> brotherOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"sonOf(X,Y) ∧ nieceOf(Y,Z) ∧ motherOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",sonOf -> nieceOf -> motherOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"daughterOf(X,Y) ∧ nephewOf(Y,Z) ∧ fatherOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",daughterOf -> nephewOf -> fatherOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"boyCousinOf(X,Y) ∧ fatherOf(Y,Z) ∧ boyCousinOf(Z,W) → secondUncleOf(X,W)",boyCousinOf -> fatherOf -> boyCousinOf,secondUncleOf,17,17,0.0012300123001230013,1.0,3
"girlCousinOf(X,Y) ∧ brotherOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlCousinOf -> brotherOf -> girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"girlCousinOf(X,Y) ∧ sisterOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlCousinOf -> sisterOf -> boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"brotherOf(X,Y) ∧ girlCousinOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",brotherOf -> girlCousinOf -> girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"nephewOf(X,Y) ∧ daughterOf(Y,Z) ∧ uncleOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",nephewOf -> daughterOf -> uncleOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"nephewOf(X,Y) ∧ fatherOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",nephewOf -> fatherOf -> girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"sisterOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",sisterOf -> boyCousinOf -> girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"secondUncleOf(X,Y) ∧ daughterOf(Y,Z) ∧ uncleOf(Z,W) → secondUncleOf(X,W)",secondUncleOf -> daughterOf -> uncleOf,secondUncleOf,17,17,0.0012300123001230013,1.0,3
"secondAuntOf(X,Y) ∧ brotherOf(Y,Z) ∧ girlCousinOf(Z,W) → secondAuntOf(X,W)",secondAuntOf -> brotherOf -> girlCousinOf,secondAuntOf,17,17,0.0012300123001230013,1.0,3
"secondAuntOf(X,Y) ∧ sisterOf(Y,Z) ∧ boyCousinOf(Z,W) → secondAuntOf(X,W)",secondAuntOf -> sisterOf -> boyCousinOf,secondAuntOf,17,17,0.0012300123001230013,1.0,3
"nieceOf(X,Y) ∧ fatherOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",nieceOf -> fatherOf -> boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0,3
"secondUncleOf(X,Y) ∧ nephewOf(Y,Z) ∧ motherOf(Z,W) → secondUncleOf(X,W)",secondUncleOf -> nephewOf -> motherOf,secondUncleOf,17,17,0.0012300123001230013,1.0,3
"boyCousinOf(X,Y) ∧ motherOf(Y,Z) ∧ boyCousinOf(Z,W) → secondUncleOf(X,W)",boyCousinOf -> motherOf -> boyCousinOf,secondUncleOf,17,17,0.0012300123001230013,1.0,3
"grandsonOf(X,Y) ∧ greatUncleOf(Y,Z) ∧ brotherOf(Z,W) → boySecondCousinOf(X,W)",grandsonOf -> greatUncleOf -> brotherOf,boySecondCousinOf,17,17,0.0012300123001230013,1.0,3
"sisterOf(X,Y) ∧ motherOf(Y,Z) ∧ girlSecondCousinOf(Z,W) → secondAuntOf(X,W)",sisterOf -> motherOf -> girlSecondCousinOf,secondAuntOf,16,16,0.0011576586354098836,1.0,3
"sonOf(X,Y) ∧ uncleOf(Y,Z) ∧ motherOf(Z,W) → secondUncleOf(X,W)",sonOf -> uncleOf -> motherOf,secondUncleOf,16,16,0.0011576586354098836,1.0,3
"nephewOf(X,Y) ∧ grandmotherOf(Y,Z) ∧ sisterOf(Z,W) → secondUncleOf(X,W)",nephewOf -> grandmotherOf -> sisterOf,secondUncleOf,16,16,0.0011576586354098836,1.0,3
"girlSecondCousinOf(X,Y) ∧ sonOf(Y,Z) ∧ sisterOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlSecondCousinOf -> sonOf -> sisterOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"girlFirstCousinOnceRemovedOf(X,Y) ∧ motherOf(Y,Z) ∧ nephewOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlFirstCousinOnceRemovedOf -> motherOf -> nephewOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"daughterOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ auntOf(Z,W) → girlSecondCousinOf(X,W)",daughterOf -> boyCousinOf -> auntOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"daughterOf(X,Y) ∧ sonOf(Y,Z) ∧ greatUncleOf(Z,W) → girlSecondCousinOf(X,W)",daughterOf -> sonOf -> greatUncleOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"granddaughterOf(X,Y) ∧ uncleOf(Y,Z) ∧ motherOf(Z,W) → girlSecondCousinOf(X,W)",granddaughterOf -> uncleOf -> motherOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"daughterOf(X,Y) ∧ greatAuntOf(Y,Z) ∧ brotherOf(Z,W) → secondAuntOf(X,W)",daughterOf -> greatAuntOf -> brotherOf,secondAuntOf,16,16,0.0011576586354098836,1.0,3
"brotherOf(X,Y) ∧ girlFirstCousinOnceRemovedOf(Y,Z) ∧ brotherOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",brotherOf -> girlFirstCousinOnceRemovedOf -> brotherOf,boyFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"sonOf(X,Y) ∧ fatherOf(Y,Z) ∧ girlSecondCousinOf(Z,W) → boySecondCousinOf(X,W)",sonOf -> fatherOf -> girlSecondCousinOf,boySecondCousinOf,16,16,0.0011576586354098836,1.0,3
"sisterOf(X,Y) ∧ boyFirstCousinOnceRemovedOf(Y,Z) ∧ brotherOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",sisterOf -> boyFirstCousinOnceRemovedOf -> brotherOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"greatUncleOf(X,Y) ∧ auntOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → greatUncleOf(X,W)",greatUncleOf -> auntOf -> boyFirstCousinOnceRemovedOf,greatUncleOf,16,16,0.0011576586354098836,1.0,3
"sisterOf(X,Y) ∧ girlFirstCousinOnceRemovedOf(Y,Z) ∧ fatherOf(Z,W) → girlSecondCousinOf(X,W)",sisterOf -> girlFirstCousinOnceRemovedOf -> fatherOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"nieceOf(X,Y) ∧ secondUncleOf(Y,Z) ∧ brotherOf(Z,W) → girlSecondCousinOf(X,W)",nieceOf -> secondUncleOf -> brotherOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"boySecondCousinOf(X,Y) ∧ sisterOf(Y,Z) ∧ sisterOf(Z,W) → boySecondCousinOf(X,W)",boySecondCousinOf -> sisterOf -> sisterOf,boySecondCousinOf,16,16,0.0011576586354098836,1.0,3
"nephewOf(X,Y) ∧ secondUncleOf(Y,Z) ∧ sisterOf(Z,W) → boySecondCousinOf(X,W)",nephewOf -> secondUncleOf -> sisterOf,boySecondCousinOf,16,16,0.0011576586354098836,1.0,3
"uncleOf(X,Y) ∧ granddaughterOf(Y,Z) ∧ boyCousinOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",uncleOf -> granddaughterOf -> boyCousinOf,boyFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"uncleOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ sisterOf(Z,W) → secondUncleOf(X,W)",uncleOf -> boySecondCousinOf -> sisterOf,secondUncleOf,16,16,0.0011576586354098836,1.0,3
"auntOf(X,Y) ∧ greatGranddaughterOf(Y,Z) ∧ uncleOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",auntOf -> greatGranddaughterOf -> uncleOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"secondAuntOf(X,Y) ∧ brotherOf(Y,Z) ∧ boyCousinOf(Z,W) → secondAuntOf(X,W)",secondAuntOf -> brotherOf -> boyCousinOf,secondAuntOf,16,16,0.0011576586354098836,1.0,3
"girlCousinOf(X,Y) ∧ grandfatherOf(Y,Z) ∧ nieceOf(Z,W) → secondAuntOf(X,W)",girlCousinOf -> grandfatherOf -> nieceOf,secondAuntOf,16,16,0.0011576586354098836,1.0,3
"uncleOf(X,Y) ∧ girlSecondCousinOf(Y,Z) ∧ brotherOf(Z,W) → secondUncleOf(X,W)",uncleOf -> girlSecondCousinOf -> brotherOf,secondUncleOf,16,16,0.0011576586354098836,1.0,3
"daughterOf(X,Y) ∧ brotherOf(Y,Z) ∧ secondUncleOf(Z,W) → girlSecondCousinOf(X,W)",daughterOf -> brotherOf -> secondUncleOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"uncleOf(X,Y) ∧ daughterOf(Y,Z) ∧ secondUncleOf(Z,W) → secondUncleOf(X,W)",uncleOf -> daughterOf -> secondUncleOf,secondUncleOf,16,16,0.0011576586354098836,1.0,3
"girlFirstCousinOnceRemovedOf(X,Y) ∧ uncleOf(Y,Z) ∧ girlCousinOf(Z,W) → girlSecondCousinOf(X,W)",girlFirstCousinOnceRemovedOf -> uncleOf -> girlCousinOf,girlSecondCousinOf,16,16,0.0011576586354098836,1.0,3
"secondUncleOf(X,Y) ∧ girlCousinOf(Y,Z) ∧ sisterOf(Z,W) → secondUncleOf(X,W)",secondUncleOf -> girlCousinOf -> sisterOf,secondUncleOf,16,16,0.0011576586354098836,1.0,3
"sisterOf(X,Y) ∧ girlCousinOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",sisterOf -> girlCousinOf -> boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"boyCousinOf(X,Y) ∧ sisterOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",boyCousinOf -> sisterOf -> girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"auntOf(X,Y) ∧ grandmotherOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → greatAuntOf(X,W)",auntOf -> grandmotherOf -> girlFirstCousinOnceRemovedOf,greatAuntOf,16,16,0.0011576586354098836,1.0,3
"grandsonOf(X,Y) ∧ greatUncleOf(Y,Z) ∧ nephewOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",grandsonOf -> greatUncleOf -> nephewOf,boyFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"sisterOf(X,Y) ∧ greatGrandmotherOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → greatAuntOf(X,W)",sisterOf -> greatGrandmotherOf -> girlFirstCousinOnceRemovedOf,greatAuntOf,16,16,0.0011576586354098836,1.0,3
"greatUncleOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ girlCousinOf(Z,W) → grandfatherOf(X,W)",greatUncleOf -> boySecondCousinOf -> girlCousinOf,grandfatherOf,16,16,0.0011576586354098836,1.0,3
"girlCousinOf(X,Y) ∧ girlSecondCousinOf(Y,Z) ∧ nephewOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlCousinOf -> girlSecondCousinOf -> nephewOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"brotherOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ girlFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",brotherOf -> boyCousinOf -> girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"girlCousinOf(X,Y) ∧ brotherOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",girlCousinOf -> brotherOf -> boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,16,16,0.0011576586354098836,1.0,3
"motherOf(X,Y) ∧ daughterOf(Y,Z) ∧ secondAuntOf(Z,W) → secondAuntOf(X,W)",motherOf -> daughterOf -> secondAuntOf,secondAuntOf,15,15,0.0010853049706967658,1.0,3
"auntOf(X,Y) ∧ brotherOf(Y,Z) ∧ girlSecondCousinOf(Z,W) → secondAuntOf(X,W)",auntOf -> brotherOf -> girlSecondCousinOf,secondAuntOf,15,15,0.0010853049706967658,1.0,3
"auntOf(X,Y) ∧ sisterOf(Y,Z) ∧ boySecondCousinOf(Z,W) → secondAuntOf(X,W)",auntOf -> sisterOf -> boySecondCousinOf,secondAuntOf,15,15,0.0010853049706967658,1.0,3
"auntOf(X,Y) ∧ boySecondCousinOf(Y,Z) ∧ sisterOf(Z,W) → secondAuntOf(X,W)",auntOf -> boySecondCousinOf -> sisterOf,secondAuntOf,15,15,0.0010853049706967658,1.0,3
"sonOf(X,Y) ∧ sonOf(Y,Z) ∧ greatAuntOf(Z,W) → boySecondCousinOf(X,W)",sonOf -> sonOf -> greatAuntOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"grandsonOf(X,Y) ∧ auntOf(Y,Z) ∧ fatherOf(Z,W) → boySecondCousinOf(X,W)",grandsonOf -> auntOf -> fatherOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"nephewOf(X,Y) ∧ secondAuntOf(Y,Z) ∧ sisterOf(Z,W) → boySecondCousinOf(X,W)",nephewOf -> secondAuntOf -> sisterOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"brotherOf(X,Y) ∧ nieceOf(Y,Z) ∧ secondAuntOf(Z,W) → boySecondCousinOf(X,W)",brotherOf -> nieceOf -> secondAuntOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"sisterOf(X,Y) ∧ nephewOf(Y,Z) ∧ secondAuntOf(Z,W) → girlSecondCousinOf(X,W)",sisterOf -> nephewOf -> secondAuntOf,girlSecondCousinOf,15,15,0.0010853049706967658,1.0,3
"daughterOf(X,Y) ∧ motherOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",daughterOf -> motherOf -> boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"fatherOf(X,Y) ∧ daughterOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",fatherOf -> daughterOf -> boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"greatUncleOf(X,Y) ∧ granddaughterOf(Y,Z) ∧ nieceOf(Z,W) → nephewOf(X,W)",greatUncleOf -> granddaughterOf -> nieceOf,nephewOf,15,15,0.0010853049706967658,1.0,3
"girlSecondCousinOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ boyCousinOf(Z,W) → girlSecondCousinOf(X,W)",girlSecondCousinOf -> boyCousinOf -> boyCousinOf,girlSecondCousinOf,15,15,0.0010853049706967658,1.0,3
"granddaughterOf(X,Y) ∧ greatUncleOf(Y,Z) ∧ boyCousinOf(Z,W) → girlSecondCousinOf(X,W)",granddaughterOf -> greatUncleOf -> boyCousinOf,girlSecondCousinOf,15,15,0.0010853049706967658,1.0,3
"uncleOf(X,Y) ∧ greatGranddaughterOf(Y,Z) ∧ greatAuntOf(Z,W) → boySecondCousinOf(X,W)",uncleOf -> greatGranddaughterOf -> greatAuntOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"greatUncleOf(X,Y) ∧ nieceOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → boyCousinOf(X,W)",greatUncleOf -> nieceOf -> boyFirstCousinOnceRemovedOf,boyCousinOf,15,15,0.0010853049706967658,1.0,3
"grandfatherOf(X,Y) ∧ girlSecondCousinOf(Y,Z) ∧ boyCousinOf(Z,W) → greatUncleOf(X,W)",grandfatherOf -> girlSecondCousinOf -> boyCousinOf,greatUncleOf,15,15,0.0010853049706967658,1.0,3
"sonOf(X,Y) ∧ sonOf(Y,Z) ∧ uncleOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",sonOf -> sonOf -> uncleOf,boyFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"nephewOf(X,Y) ∧ grandfatherOf(Y,Z) ∧ brotherOf(Z,W) → secondUncleOf(X,W)",nephewOf -> grandfatherOf -> brotherOf,secondUncleOf,15,15,0.0010853049706967658,1.0,3
"grandsonOf(X,Y) ∧ uncleOf(Y,Z) ∧ brotherOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",grandsonOf -> uncleOf -> brotherOf,boyFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"grandsonOf(X,Y) ∧ uncleOf(Y,Z) ∧ fatherOf(Z,W) → boySecondCousinOf(X,W)",grandsonOf -> uncleOf -> fatherOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"girlCousinOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ girlSecondCousinOf(Z,W) → girlSecondCousinOf(X,W)",girlCousinOf -> boyCousinOf -> girlSecondCousinOf,girlSecondCousinOf,15,15,0.0010853049706967658,1.0,3
"daughterOf(X,Y) ∧ uncleOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",daughterOf -> uncleOf -> boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"boyCousinOf(X,Y) ∧ daughterOf(Y,Z) ∧ boyCousinOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",boyCousinOf -> daughterOf -> boyCousinOf,boyFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"nephewOf(X,Y) ∧ grandfatherOf(Y,Z) ∧ boyCousinOf(Z,W) → secondUncleOf(X,W)",nephewOf -> grandfatherOf -> boyCousinOf,secondUncleOf,15,15,0.0010853049706967658,1.0,3
"nephewOf(X,Y) ∧ motherOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",nephewOf -> motherOf -> boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,15,15,0.0010853049706967658,1.0,3
"greatAuntOf(X,Y) ∧ grandsonOf(Y,Z) ∧ boyCousinOf(Z,W) → girlCousinOf(X,W)",greatAuntOf -> grandsonOf -> boyCousinOf,girlCousinOf,15,15,0.0010853049706967658,1.0,3
"secondUncleOf(X,Y) ∧ daughterOf(Y,Z) ∧ auntOf(Z,W) → secondUncleOf(X,W)",secondUncleOf -> daughterOf -> auntOf,secondUncleOf,15,15,0.0010853049706967658,1.0,3
"boyFirstCousinOnceRemovedOf(X,Y) ∧ fatherOf(Y,Z) ∧ brotherOf(Z,W) → boySecondCousinOf(X,W)",boyFirstCousinOnceRemovedOf -> fatherOf -> brotherOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0,3
"girlFirstCousinOnceRemovedOf(X,Y) ∧ uncleOf(Y,Z) ∧ sisterOf(Z,W) → girlSecondCousinOf(X,W)",girlFirstCousinOnceRemovedOf -> uncleOf -> sisterOf,girlSecondCousinOf,14,14,0.0010129513059836481,1.0,3
"granddaughterOf(X,Y) ∧ greatUncleOf(Y,Z) ∧ sisterOf(Z,W) → girlSecondCousinOf(X,W)",granddaughterOf -> greatUncleOf -> sisterOf,girlSecondCousinOf,14,14,0.0010129513059836481,1.0,3
"boyFirstCousinOnceRemovedOf(X,Y) ∧ uncleOf(Y,Z) ∧ brotherOf(Z,W) → boySecondCousinOf(X,W)",boyFirstCousinOnceRemovedOf -> uncleOf -> brotherOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0,3
"sonOf(X,Y) ∧ secondUncleOf(Y,Z) ∧ nephewOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",sonOf -> secondUncleOf -> nephewOf,boyFirstCousinOnceRemovedOf,14,14,0.0010129513059836481,1.0,3
"brotherOf(X,Y) ∧ girlFirstCousinOnceRemovedOf(Y,Z) ∧ fatherOf(Z,W) → boySecondCousinOf(X,W)",brotherOf -> girlFirstCousinOnceRemovedOf -> fatherOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0,3
"brotherOf(X,Y) ∧ daughterOf(Y,Z) ∧ girlCousinOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",brotherOf -> daughterOf -> girlCousinOf,boyFirstCousinOnceRemovedOf,14,14,0.0010129513059836481,1.0,3
"sisterOf(X,Y) ∧ boyFirstCousinOnceRemovedOf(Y,Z) ∧ fatherOf(Z,W) → girlSecondCousinOf(X,W)",sisterOf -> boyFirstCousinOnceRemovedOf -> fatherOf,girlSecondCousinOf,14,14,0.0010129513059836481,1.0,3
"sisterOf(X,Y) ∧ sonOf(Y,Z) ∧ girlCousinOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",sisterOf -> sonOf -> girlCousinOf,girlFirstCousinOnceRemovedOf,14,14,0.0010129513059836481,1.0,3
"daughterOf(X,Y) ∧ nieceOf(Y,Z) ∧ fatherOf(Z,W) → girlFirstCousinOnceRemovedOf(X,W)",daughterOf -> nieceOf -> fatherOf,girlFirstCousinOnceRemovedOf,14,14,0.0010129513059836481,1.0,3
"nieceOf(X,Y) ∧ nieceOf(Y,Z) ∧ grandfatherOf(Z,W) → girlSecondCousinOf(X,W)",nieceOf -> nieceOf -> grandfatherOf,girlSecondCousinOf,14,14,0.0010129513059836481,1.0,3
"grandmotherOf(X,Y) ∧ granddaughterOf(Y,Z) ∧ girlCousinOf(Z,W) → girlCousinOf(X,W)",grandmotherOf -> granddaughterOf -> girlCousinOf,girlCousinOf,14,14,0.0010129513059836481,1.0,3
"greatUncleOf(X,Y) ∧ secondUncleOf(Y,Z) ∧ nephewOf(Z,W) → greatUncleOf(X,W)",greatUncleOf -> secondUncleOf -> nephewOf,greatUncleOf,14,14,0.0010129513059836481,1.0,3
"boyCousinOf(X,Y) ∧ boyCousinOf(Y,Z) ∧ boySecondCousinOf(Z,W) → boySecondCousinOf(X,W)",boyCousinOf -> boyCousinOf -> boySecondCousinOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0,3
"secondUncleOf(X,Y) ∧ girlFirstCousinOnceRemovedOf(Y,Z) ∧ boyFirstCousinOnceRemovedOf(Z,W) → boyFirstCousinOnceRemovedOf(X,W)",secondUncleOf -> girlFirstCousinOnceRemovedOf -> boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,14,14,0.0010129513059836481,1.0,3
"uncleOf(X,Y) ∧ granddaughterOf(Y,Z) ∧ secondUncleOf(Z,W) → boySecondCousinOf(X,W)",uncleOf -> granddaughterOf -> secondUncleOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0,3
